name,rating,country,month_year,food_senti,service_senti,resta_senti,price_senti,room_senti,review_senti,subject_senti
Nikki_Nola,5,california,Mar-12,0,0,0,0,1,7,1
baliliving,4,new york,Mar-12,0,0,0,-2,2,3,0
mojo2018babushka,4,australia,Mar-12,0,2,0,0,3,10,2
snhaetnhlaonncg,5,united kingdom,Mar-12,0,0,0,0,0,7,2
BPreston310,4,south australia,Mar-12,0,5,0,0,0,10,1
jg56,4,singapore,Mar-12,0,0,0,1,0,5,1
Craig257,5,mi,Mar-12,0,0,0,0,2,5,2
Dukaat,5,singapore,Mar-12,0,0,0,0,2,5,1
moontatravellers,4,australia,Mar-12,0,0,0,0,1,5,2
bweebschan,3,australia,Mar-12,0,0,0,0,0,3,1
Patmum,4,ut,Mar-12,0,0,0,0,0,5,1
Ozymandez O,4,united kingdom,Mar-12,0,0,0,0,-1,7,1
cj1984cj,4,australia,Mar-12,1,0,0,0,3,9,-1
Moveround,3,pennsylvania,Mar-12,0,0,0,0,0,5,1
jaltaman,2,jakarta,Mar-12,0,0,0,0,1,5,0
robw48,4,new zealand,Mar-12,4,0,0,0,7,8,1
Wayne G,5,texas,Mar-12,0,0,3,0,0,11,1
OliFer82,4,scotland,Mar-12,0,0,0,0,3,15,3
jakartaboy,1,japan,Mar-12,0,0,0,0,0,5,0
SnapperSnatch,5,west sussex,Mar-12,0,1,0,0,0,9,1
Bob S,4,australia,Mar-12,0,0,0,0,0,4,0
Spanishtraveller,5,united kingdom,Mar-12,0,0,0,0,9,10,-1
ryukyu-flyer,4,malaysia,Mar-12,0,0,0,0,1,265,2
19robbo66,5,castaic,Mar-12,0,0,0,0,2,9,1
Charles C,4,norway,Mar-12,0,0,0,0,0,6,4
Hugbell,5,null,Mar-12,0,0,0,0,0,2,1
annjoeninna,3,finland,Mar-12,0,0,0,0,2,14,0
Itravelcastaic,4,new zealand,Mar-12,3,0,0,0,0,7,2
Kjetil_Pettersson,5,united kingdom,Mar-12,0,0,0,0,4,7,1
Chris2421356707655,5,brasil,Mar-12,0,3,0,0,3,7,3
Northerntraveller73,4,new york,Mar-12,5,0,0,0,5,15,0
Kirsten R,5,australia,Mar-12,0,0,0,0,3,10,1
Selina_J_W,4,australia,Feb-12,0,0,0,0,0,9,1
viajant,5,new zealand,Feb-12,3,0,0,0,3,4,1
George H,5,indonesia,Feb-12,0,0,0,0,5,13,1
guiw,5,northern cal,Feb-12,0,0,0,0,3,11,1
Travelwise49,5,seoul,Feb-12,0,0,0,0,0,4,1
surfboyNorwich,3,united kingdom,Feb-12,0,0,0,0,0,8,0
neng294228,4,australia,Feb-12,0,0,0,0,3,10,2
sactokw,5,australia,Feb-12,0,0,0,0,3,17,1
drkmb,5,united kingdom,Feb-12,0,0,0,0,2,6,0
Smilesx,5,lancs,Feb-12,0,1,0,0,5,7,1
jim c,5,united arab emirates,Feb-12,0,0,0,0,4,10,3
kewlmeister,5,texas,Feb-12,0,0,0,0,0,6,0
bernadetteroberts10,5,canada,Feb-12,0,0,0,0,5,11,0
Goldenwords,5,canada,Feb-12,0,0,0,0,2,11,0
WilsonfromDubai,5,australia,Feb-12,0,-1,0,0,0,1,0
TexasTerry_12,5,cambridge,Feb-12,0,0,0,0,0,10,0
solotravellerCanada,5,united kingdom,Feb-12,0,0,0,0,3,6,0
AlbertSiauw,4,auckland,Jan-12,0,4,0,0,4,8,1
Paul P,4,null,Jan-12,0,0,0,0,3,10,3
Debbie_Cambridge,4,philippines,Jan-12,0,0,0,0,0,8,1
Philduck,4,new york,Jan-12,0,0,0,0,0,6,5
J_and_R_AKL,5,southeast asia,Jan-12,0,1,0,0,3,10,0
bassboards_sax,4,japan,Jan-12,0,0,0,0,4,7,1
msCharrie,4,tunisia,Jan-12,0,0,0,0,0,10,2
TomX,3,united arab emirates,Jan-12,0,0,0,0,2,6,3
SoutheastAsiaSusan,4,australia,Jan-12,0,0,0,0,5,9,0
ljkjp,3,australia,Jan-12,0,0,0,0,0,3,0
MaliTaus,4,darwin,Jan-12,0,0,0,-3,2,4,0
kd2011,5,virginia,Jan-12,0,0,0,0,0,10,2
Liam T,4,switzerland,Jan-12,0,0,0,0,1,5,1
simoncpitt,4,los angeles,Jan-12,0,0,0,0,4,9,0
JLdarwin,5,ab,Jan-12,0,0,0,0,0,5,1
ShelBel123,5,india,Jan-12,0,0,0,0,7,13,1
tourismspecialist88,5,minnesota,Jan-12,0,4,0,0,0,13,1
lovinitsolo,4,singapore,Jan-12,7,0,7,0,7,8,1
bikoparrot,5,australia,Jan-12,0,0,0,1,0,6,2
Rupalie,5,california,Jan-12,0,0,0,0,2,15,4
Chris R,4,canada,Jan-12,0,0,0,0,0,6,1
BouBali,4,hawaii,Jan-12,0,0,0,0,0,7,0
bronjen,5,philippines,Jan-12,0,0,0,0,3,9,1
BoldlyGoing,4,india,Jan-12,2,0,0,0,0,15,6
vickidfenton,5,switzerland,Jan-12,0,0,0,0,2,5,1
Avenger2kTravel,5,singapore,Jan-12,0,0,0,0,4,8,2
cherikizz,4,wandererfromlondon,Jan-12,0,0,0,0,0,5,0
lovetotravel2812,5,singapore,Jan-12,0,0,0,0,4,14,3
AnnettinaH,4,australia,Jan-12,0,0,0,0,2,8,1
Angeline Y,5,asia,Jan-12,0,0,0,0,0,6,2
DaveinMelbourne,4,australia,Jan-12,0,0,0,0,6,9,2
gerbri,5,indonesia,Jan-12,0,0,0,0,0,9,0
nixgreen,3,china,Jan-12,0,0,0,0,-1,4,-1
VolVic71,5,australia,Jan-12,0,0,0,0,3,11,1
Steven R,5,australia,Jan-12,2,0,0,0,3,12,0
xMike,4,canada,Jan-12,0,4,0,0,4,5,1
urmsu888,3,district of columbia,Jan-12,0,0,0,0,1,12,0
JasoninNewtown,5,united kingdom,Jan-12,0,3,0,0,3,4,2
LARAPP,5,singapore,Jan-12,0,0,0,0,3,13,1
BrianC5,4,australia,Jan-12,4,0,0,0,0,8,3
gemellor,3,mumbai,Dec-11,0,0,0,0,0,5,-1
smugsmiles,4,singapore,Dec-11,0,4,0,0,2,9,3
NAFAID,5,united kingdom,Dec-11,0,0,0,0,4,9,3
SydneyKate_40,5,uk,Dec-11,0,0,0,0,1,6,1
SIrani,3,florida,Dec-11,0,0,0,0,3,8,1
jjy88sm,4,michigan,Dec-11,0,0,0,0,2,13,3
Richard H,4,surrey,Dec-11,0,0,0,0,0,8,2
mytravelthoughts,4,china,Dec-11,0,0,0,1,0,4,1
ewall02,4,malaysia,Dec-11,0,0,0,0,1,8,0
Chauncey_Gardiner,4,united kingdom,Dec-11,0,0,0,0,3,7,2
BerlindaSurrey,4,china,Dec-11,0,1,0,-3,0,1,2
winton_of_jakarta,3,japan,Dec-11,0,1,0,0,2,13,1
IskandarT,3,sydney australia,Dec-11,0,0,0,0,0,4,1
mick g,3,maryland,Dec-11,-1,0,0,0,0,4,0
AGADOTTI,3,western australia,Dec-11,0,0,0,0,6,10,-1
MDATJP,5,oklahoma city,Dec-11,0,0,0,0,0,9,2
Cazzyg,4,australia,Dec-11,0,0,1,0,1,9,2
Limulus,5,australia,Dec-11,0,0,0,0,0,5,0
OurGrandDayOut,3,england,Dec-11,0,0,0,0,2,6,5
Andrew S,5,maharashtra,Dec-11,0,0,0,0,0,5,2
Jan T,4,australia,Dec-11,0,2,0,0,2,8,1
RachyRach988,5,australia,Dec-11,0,3,0,0,5,9,1
Polki1981,5,washington,Dec-11,0,0,0,0,0,3,2
khushahuja,5,south london,Dec-11,0,3,0,0,3,19,1
ozheather,5,ohio,Dec-11,0,0,1,0,3,12,1
Rob2037,4,new jersey,Dec-11,2,2,0,0,3,8,1
Lmadrid,5,united kingdom,Dec-11,0,0,0,0,6,9,1
LarlSouthLondon,4,australia,Dec-11,0,0,0,0,0,8,2
travellight47,4,san francisco,Dec-11,0,0,0,0,0,10,0
No1Ma,4,australia,Dec-11,0,0,0,1,0,4,1
DC2008London,4,australia,Dec-11,0,0,0,0,3,8,2
Pluffy81,5,sydney,Dec-11,2,0,0,0,3,13,2
Ryuko,4,united kingdom,Dec-11,0,0,0,0,0,7,3
steveck,4,auckland,Dec-11,0,0,0,0,0,10,1
PaulineAndBear,5,india,Dec-11,0,0,0,0,0,7,0
blindjoe,4,germany,Dec-11,0,0,0,0,0,2,1
grandad57,5,sydney,Dec-11,0,0,0,-1,0,6,-1
soapieAuckland,5,china,Nov-11,0,0,0,0,0,7,1
emKYUB,5,singapore,Nov-11,0,0,0,0,2,12,0
ALBERTO T,4,england,Nov-11,0,0,0,0,3,7,2
usd88b,4,australia,Nov-11,0,0,0,0,0,3,0
virgovim,4,australia,Nov-11,0,0,0,0,0,4,0
dushyantmotta,3,london,Nov-11,0,0,2,0,6,11,0
seeingtheworld7,5,baltimore,Nov-11,0,2,2,0,0,8,0
Bontaks,5,united kingdom,Nov-11,0,7,0,0,7,11,1
hateswork,5,the netherlands,Nov-11,0,0,0,0,2,5,0
BlacklabelUK,5,new york,Nov-11,0,2,0,0,2,5,1
Thaimae,5,the netherlands,Nov-11,0,0,0,0,2,6,2
LAN71,5,australia,Nov-11,0,0,0,0,3,7,1
JanvanHouten,3,canada,Nov-11,0,0,0,0,7,11,-1
BBoopL,5,sydney,Nov-11,0,0,0,2,2,7,2
byswiss,5,sydney,Nov-11,0,0,0,0,0,8,1
Agfox46,4,new mexico,Nov-11,0,0,0,0,4,10,3
liza_loves_travel,5,australia,Nov-11,0,0,0,0,3,8,0
KookaburraSydney,5,australia,Nov-11,0,0,0,0,5,10,1
Pete1001001,4,virginia,Nov-11,3,0,0,0,4,5,3
beerdrinker2005,3,georgia,Nov-11,1,0,0,0,0,10,1
ozziwanderer,4,perth uk,Nov-11,0,0,0,0,4,9,2
dropandflop,4,melbourne,Nov-11,0,0,0,0,0,8,1
LebanonUSA,5,tx,Nov-11,0,0,0,0,0,7,0
hdirad,3,india,Nov-11,0,0,0,0,2,14,1
althandsteve,5,thailand,Nov-11,0,0,0,0,4,9,1
MarianJJ,5,singapore,Nov-11,0,0,0,0,0,9,1
landmark-7,4,australia,Nov-11,0,0,0,0,2,6,0
MaximusGT,4,sydney,Nov-11,0,0,0,0,0,7,4
DiscountDuane,5,united kingdom,Nov-11,0,0,0,0,0,5,0
AnupamThakur,5,franlin,Nov-11,0,2,0,0,3,10,2
AndThePea,4,kuala lumpur,Nov-11,0,0,0,0,1,5,1
Birchgrovers,4,united kingdom,Nov-11,0,0,0,0,3,7,0
Njay_in_France,5,sydney,Nov-11,0,0,0,0,5,9,2
Izabella867,5,united kingdom,Nov-11,0,0,0,0,3,12,1
mpaj,4,australia,Nov-11,0,0,0,0,0,18,3
Weaselfactory,5,india,Oct-11,0,0,0,0,0,3,2
Blackers13,5,united kingdom,Oct-11,0,0,0,0,0,3,0
michaelj2,3,new zealand,Oct-11,0,6,0,6,6,11,2
Sam982040,5,australia,Oct-11,0,0,0,1,3,18,1
BasudevBasu,4,new zealand,Oct-11,-1,0,0,0,2,3,1
NewxGate,4,australia,Oct-11,0,0,0,0,2,7,1
MortimerEG,5,australia,Oct-11,3,0,0,0,3,18,0
Enigmike,4,x,Oct-11,0,0,0,0,5,8,1
840VictoriaS,1,perth,Oct-11,0,0,0,0,1,6,-2
Louise V,3,csf1981,Oct-11,0,0,0,0,0,1,-1
Scott_Fiona_Anjali,5,denpasar,Oct-11,2,0,0,0,2,3,2
X X,5,south korea,Oct-11,0,0,0,0,0,2,2
Perthguys,4,australia,Oct-11,0,1,0,1,1,5,3
csf1981,4,singapore,Sep-11,0,0,0,0,0,8,0
arifin_dena,4,london,Sep-11,0,0,0,0,1,4,1
BlackadderIII,5,null,Sep-11,0,1,1,0,2,9,1
Zietta04,4,australia,Sep-11,0,0,0,0,0,0,1
muthu6820,3,united kingdom,Sep-11,0,2,-1,0,0,4,0
floridian_in_blighty,5,illinois,Sep-11,1,0,0,1,2,7,0
Loyalty-Club,5,switzerland,Sep-11,0,0,0,0,6,15,1
LJtravels71,4,massachusetts,Sep-11,0,0,0,0,0,10,2
Supratik,4,netherlands,Sep-11,0,0,0,0,1,6,2
Rocket0210,5,australia,Sep-11,0,0,0,0,0,3,1
Kevin O,5,california,Sep-11,0,0,0,4,3,19,3
Mike K,4,null,Sep-11,0,2,0,0,0,7,1
Bas_8,5,new york,Sep-11,0,0,0,0,3,8,2
WStravel11,5,canada,Sep-11,0,0,0,0,0,6,2
AlumofCU,4,canada,Sep-11,0,0,0,0,3,7,0
GreenT123,2,india,Sep-11,0,0,0,0,0,5,1
oxjohnnysangelxo,4,syd,Sep-11,0,0,0,0,0,8,1
Payam81,5,united kingdom,Sep-11,0,0,0,0,0,4,4
Wtun,5,england,Sep-11,0,0,0,0,2,7,2
Kuttan1969,4,melbourne,Sep-11,2,0,0,0,3,9,1
stugs123,5,new zealand,Sep-11,0,0,0,0,6,16,0
theyakman,5,perth,Sep-11,0,0,0,0,3,6,2
jillhullengland,5,oki,Sep-11,0,0,0,5,5,8,1
Sheba31,4,jakarta,Sep-11,0,0,0,0,0,4,0
Raze88,5,singapore,Sep-11,0,0,0,0,0,3,3
loftylozzy,5,virginia,Sep-11,0,0,0,0,4,6,3
bconwayOU,4,dublin,Sep-11,0,4,0,0,4,9,2
Fei77,5,new zealand,Sep-11,2,0,0,0,3,13,2
Globetrotter742,5,leschenault western australia,Sep-11,0,0,0,0,0,5,3
MacTexas,5,colorado,Sep-11,4,0,4,0,0,7,3
DublinBubbles,5,melbourne,Sep-11,0,0,0,0,0,7,1
Yeloc,4,singapore,Sep-11,0,0,0,0,0,4,2
ShaniCat52,4,vancouver island,Sep-11,3,0,3,0,0,9,1
eightblack,1,australia,Sep-11,0,0,0,0,0,7,0
Austman_1,4,united kingdom,Sep-11,0,0,0,0,0,8,2
samuelp82,5,sunshine coast,Aug-11,0,0,0,0,3,5,0
arlomcc,5,sydney,Aug-11,0,0,0,0,2,5,1
Adelaidian10001,5,adelaide,Aug-11,0,0,0,0,0,5,1
soaringglider,5,dc,Aug-11,0,0,0,0,0,4,1
CassieSC,5,united kingdom,Aug-11,0,0,0,0,0,7,1
Austravel,4,australia,Aug-11,0,0,3,0,3,12,1
kathryn62,2,singapore,Aug-11,0,0,0,0,0,7,-2
kikicole,4,australia,Aug-11,0,0,0,0,6,8,1
Razzi-B,4,united kingdom,Aug-11,0,0,0,0,0,12,1
Met-in-LA,5,riyadh,Aug-11,0,0,0,0,0,6,1
Gautam K,5,australia,Aug-11,6,0,0,0,6,6,1
shelle1963,5,australia,Aug-11,0,0,0,0,6,5,1
Dankins,4,sydney,Aug-11,0,0,0,0,3,9,1
JWCRiyadh,4,hawaii,Aug-11,0,0,0,0,0,10,1
Merran97,5,united kingdom,Aug-11,0,0,0,0,3,8,1
Radar47,4,new zealand,Aug-11,1,0,0,0,4,10,1
tdeadman,5,canada,Aug-11,0,0,0,0,0,5,1
KOA002,5,canada,Aug-11,0,0,0,0,0,5,2
Sogoesit,5,united arab emirates,Aug-11,0,4,0,0,0,9,4
famadven,4,china,Aug-11,0,0,0,0,3,4,2
betty l,4,india,Aug-11,1,0,1,0,0,7,1
vickidfenton,5,uk,Aug-11,0,2,0,0,1,10,0
WilsonfromDubai,5,wales,Aug-11,0,2,2,0,2,8,1
ssyunx,4,australia,Aug-11,0,0,0,0,3,9,2
rajiv91,4,australia,Aug-11,0,0,0,0,2,3,0
anon71,5,atlanta,Aug-11,0,0,0,0,2,7,1
Byford1,4,california,Jul-11,0,0,0,0,2,5,1
DadandZach,5,australia,Jul-11,0,0,0,3,4,14,1
Paul P,4,melbourne,Jul-11,0,0,0,0,4,9,3
TravelATL,5,null,Jul-11,0,0,0,0,4,14,1
ontheroadnonstop,1,united kingdom,Jul-11,0,0,0,0,0,10,1
Ozziepore,5,australia,Jul-11,0,0,0,0,3,9,0
LG23,5,australia,Jul-11,0,0,0,2,2,6,0
Kix14,3,nc,Jul-11,0,0,0,0,0,2,0
John W,5,melbourne,Jul-11,0,0,0,0,1,8,1
sirtrev,5,sydney australia,Jul-11,0,0,0,0,0,3,2
Manly-sider,4,usa,Jul-11,0,0,0,0,4,6,1
mgralnc,5,pennsylvania,Jul-11,0,0,0,0,0,5,0
Bali4eva,4,uk,Jul-11,0,0,0,0,3,10,1
Aussietriptraveller,5,auckland,Jul-11,0,2,0,0,1,8,0
5flower,5,sydney,Jul-11,0,0,0,0,2,6,1
Gene129,5,london,Jul-11,0,4,0,0,4,9,1
coolcaz,5,indonesia,Jul-11,0,0,0,3,0,4,0
stressbunny,5,florida,Jul-11,0,0,0,0,2,8,2
Internationalhound,3,australia,Jul-11,0,0,0,0,4,7,1
Stevie1954,5,australia,Jul-11,0,0,0,0,5,5,0
Bambina450,5,melbourne,Jul-11,0,0,0,0,5,6,2
June_198030,5,null,Jul-11,0,0,0,0,0,9,0
Davred,4,australia,Jun-11,0,0,0,0,0,6,2
featheast,5,united arab emirates,Jun-11,0,0,0,0,5,14,1
Passengerinrow59,3,null,Jun-11,0,0,0,0,3,4,2
Markperthmarkperth,3,singapore,Jun-11,1,0,1,0,0,4,1
vastgotta,4,australia,Jun-11,0,0,0,0,0,3,2
OneInaMillion50,4,united kingdom,Jun-11,0,0,3,0,3,2,0
Smv622,5,united kingdom,Jun-11,0,0,0,0,4,16,1
GeorgeSingapore,4,sydney,Jun-11,0,0,0,0,2,9,4
ty_of_perth,5,canada,Jun-11,0,1,0,0,0,5,1
John R,5,australia,Jun-11,3,0,0,0,3,3,2
jennalou25,2,null,Jun-11,0,0,0,0,0,3,1
Geddes_7,3,spain,Jun-11,0,0,0,0,0,5,1
rdabca,5,australia,Jun-11,2,0,0,0,4,8,0
Ert53,2,perth,Jun-11,0,0,0,0,-1,4,1
PandCSki,5,brisbane,May-11,4,0,0,0,4,6,0
Quinzenerja,5,tennessee,May-11,3,3,3,0,5,17,1
welldone99,3,united kingdom,May-11,2,0,0,0,2,5,2
raindrops2226,5,null,May-11,0,4,0,1,4,8,4
TheTravelCamel,5,ca,May-11,0,0,0,0,3,10,1
epg68,5,mauritius,May-11,0,0,0,0,0,9,3
b-sutcliffe1,5,australia,May-11,0,0,0,0,0,9,2
OzziePat,3,texas,May-11,0,0,0,0,0,4,1
SBCATraveler,5,japan,May-11,0,0,0,0,3,9,1
yampp,5,australia,May-11,0,0,0,0,2,14,2
BigRuss1213,5,southeast florida,May-11,0,0,0,-1,0,5,5
LeitaLuetta,5,united kingdom,May-11,0,0,2,0,2,9,1
greatdreams,5,auckland,May-11,0,3,0,0,3,9,1
rtfriends,5,wales,May-11,0,0,0,0,0,6,0
VisitedNewPlaces,5,saudi arabia,May-11,0,0,0,0,1,2,3
TonyTraveller1,3,melbourne,May-11,1,0,0,0,-1,3,-1
YorkshireKiwi74,5,united kingdom,May-11,0,0,0,0,0,7,1
robclifford,4,japan,May-11,0,0,0,0,0,6,1
Stuart_Birkwood,5,australia,May-11,0,0,0,0,0,4,2
platypi,3,australia,May-11,0,0,0,0,2,9,1
masterecho,4,sydney,Apr-11,0,0,0,0,0,3,2
Twelvemile,5,australia,Apr-11,0,1,0,3,4,9,1
Familyof5sydneyZzzzz,2,mi,Apr-11,0,0,0,0,2,6,3
Ozziepore,4,new mexico,Apr-11,0,0,0,0,0,6,1
tuesdayjones,4,null,Apr-11,0,0,0,0,0,8,1
Zumba12,5,australia,Apr-11,0,0,0,0,0,3,0
iptelnow,5,euskadi,Apr-11,2,0,0,0,2,11,0
SheryleMoon,5,utah,Apr-11,1,0,0,0,3,9,1
Sassycat2011,4,australia,Apr-11,0,0,0,0,0,7,3
wirpool,4,oregon,Apr-11,0,0,0,0,0,4,0
Peiotraveller,1,alabama,Apr-11,0,0,0,0,0,6,1
MsTravelHag,4,null,Apr-11,0,0,0,0,1,5,2
anndenMelbourne,2,united kingdom,Apr-11,0,0,0,0,0,5,1
HeadsUp737,4,australia,Apr-11,0,0,0,0,0,6,1
linmikga,4,india,Apr-11,0,0,0,0,0,4,3
Delia-ako,5,traussefrance,Mar-11,0,0,0,0,0,5,0
karenwilson999,4,thailand,Mar-11,0,0,0,0,5,12,1
tallaght01,4,united kingdom,Mar-11,0,0,0,1,0,7,3
saurabh1,3,kuala lumpur,Mar-11,0,0,0,0,0,8,2
stevecapper,3,melbourne,Mar-11,1,-1,0,0,2,9,3
MintsKina,5,india,Mar-11,0,0,0,0,2,7,2
kegan5,5,india,Mar-11,0,0,0,0,0,4,0
Leeyuk,4,india,Mar-11,0,0,0,0,0,6,1
ozmadmax,3,hong kong,Feb-11,3,0,0,0,5,10,1
amit_virology,4,new hampshire,Feb-11,0,0,0,0,3,4,0
Avinash_b11,4,singapore,Feb-11,3,2,0,0,5,11,3
vivekman777,5,england,Feb-11,0,0,0,0,5,12,2
irenemHongKong,5,australia,Feb-11,0,0,0,0,5,13,1
cctgal,4,berlin,Feb-11,0,0,0,0,2,7,2
TravelAddicts05,5,south korea,Feb-11,0,0,0,0,2,7,1
Lucky_Oxford,5,brisbane,Jan-11,0,0,0,0,4,6,1
aaughterson,5,china,Jan-11,0,0,0,0,0,8,8
stazza1,5,sussex,Jan-11,0,0,0,0,0,6,1
jangng,4,australia,Jan-11,0,0,0,0,3,6,1
WhelansBrisbane,5,australia,Jan-11,1,3,0,0,0,13,1
jcjchung,5,washington,Jan-11,0,0,0,0,2,11,1
simonSussex,4,northamptonshire,Jan-11,0,0,0,0,7,8,1
Monterey,4,philippines,Jan-11,4,0,0,0,4,10,1
JoanneDown,1,united kingdom,Jan-11,0,0,0,0,1,1,-1
tickettoride81,5,sussex,Jan-11,0,0,0,0,2,9,1
Jeffhills,4,china,Jan-11,0,0,0,0,3,10,1
kormensandiego,4,united kingdom,Jan-11,0,0,0,0,0,4,1
Bear_Eskimo,5,indonesia,Dec-10,5,0,0,0,0,15,3
sunloverSussex,4,singapore,Dec-10,0,0,0,-1,-1,2,1
Sharka,4,philippines,Dec-10,0,0,0,0,3,7,0
Chriscris,5,new zealand,Dec-10,0,0,0,0,0,4,0
Philipat,1,canada,Dec-10,0,0,0,0,0,6,1
Madison C,2,bangalore,Dec-10,0,0,0,0,2,6,-1
Cheryl0729,5,lancashire,Dec-10,0,0,0,0,3,3,1
I4sun,5,biel,Dec-10,1,0,0,0,4,20,1
BCtraveler44,5,australia,Dec-10,1,0,0,0,0,10,1
Subrus,4,fort worth,Dec-10,0,0,0,0,0,5,1
pollypiglets,5,australia,Dec-10,0,0,0,0,4,8,0
mos505,4,california,Nov-10,0,0,0,0,3,10,1
sydneyyogini,5,australia,Nov-10,0,3,0,0,2,6,1
ymff,3,australia,Nov-10,0,0,0,0,1,12,2
Aussiegal15,5,australia,Nov-10,1,0,0,0,0,4,1
LeavingOrangeCounty,1,australia,Nov-10,0,0,0,0,3,8,1
jjumpstart,5,switzerland,Nov-10,5,0,0,2,6,9,1
Tray000,4,united kingdom,Nov-10,1,0,0,0,0,4,1
DaveInWestOz,4,china,Nov-10,0,3,0,0,7,16,1
Ardtaraig,3,dublin,Nov-10,0,0,0,3,0,3,-1
lianak,5,singapore,Nov-10,0,2,0,0,0,9,0
cidees,5,singapore,Nov-10,0,0,0,0,0,6,2
Sydney_Gary,3,canberra,Nov-10,0,0,0,0,0,5,3
Saraizi,5,australia,Nov-10,0,0,4,0,4,9,1
NomadOfSorts,4,australia,Oct-10,0,2,0,0,0,4,1
MelvinLin,2,china,Oct-10,0,0,0,0,0,5,2
Rustica,5,united kingdom,Oct-10,0,0,0,0,0,8,1
thanksmate,2,germany,Oct-10,0,0,0,0,0,7,2
BrisbaneCazza,5,melbourne,Oct-10,0,0,0,0,0,4,0
JKWD,4,toronto,Oct-10,0,3,0,0,1,9,1
alistairworldtravel,4,finland,Oct-10,1,1,1,0,0,5,3
Arabiantlady,5,australia,Oct-10,0,0,0,0,3,10,0
MelbournePookie,4,mexico,Sep-10,0,2,0,0,2,4,1
Robert C,5,az usa,Sep-10,0,0,0,0,1,6,1
kuki,4,null,Sep-10,0,0,0,0,0,11,1
ald59,1,new zealand,Sep-10,0,0,0,0,0,2,0
ksiddel,5,singapore,Sep-10,0,0,0,0,0,2,1
joanAzUsa,3,italy,Sep-10,1,0,0,1,1,4,0
MelodyDoReMe,1,uk,Sep-10,0,0,0,0,0,4,-1
Fruitylou,5,australia,Sep-10,0,0,0,0,0,5,2
Snoopy6364,3,australia,Sep-10,0,0,0,0,-1,4,2
ArieLu,4,england,Sep-10,0,0,0,0,3,9,1
wonderwend,5,australia,Aug-10,0,0,0,0,0,5,4
BanoraPointBazza,5,england,Aug-10,0,0,0,0,2,8,1
ShaakiraK,5,singapore,Aug-10,0,0,0,0,0,12,3
English_Al,5,ohio,Aug-10,0,0,0,0,0,6,2
LindyLoo62,4,south australia,Aug-10,2,0,0,0,0,7,2
jean-s,5,australia,Aug-10,2,0,0,0,0,6,2
gyselle,3,auckland,Aug-10,0,0,0,0,0,2,2
Swissfamilyridenour,3,switzerland,Aug-10,0,0,0,0,3,4,0
julesone,5,california,Aug-10,0,0,0,0,0,7,1
nangoose,5,australia,Aug-10,3,2,0,0,2,12,1
soapieAuckland,5,washington dc,Aug-10,3,4,0,3,6,13,1
apricotmelba,4,australia,Aug-10,0,0,0,0,0,7,1
Bandi07,4,australia,Jul-10,0,0,0,0,0,9,2
mumontherun,3,melbourne,Jul-10,0,0,0,0,0,5,1
LillyDC,5,dc,Jul-10,0,0,0,0,3,11,1
PedroPerth,3,california,Jul-10,0,0,2,3,0,5,-1
doz y,4,frankfurt,Jul-10,0,0,0,0,3,6,1
Leer,4,aberdeen,Jul-10,1,0,0,0,5,11,2
romadaro,5,united arab emirates,Jul-10,0,0,0,0,0,11,2
arthursiew,4,united kingdom,Jul-10,0,0,0,0,3,9,1
RKrieger,3,sargans,Jul-10,0,0,0,0,0,1,0
cebain,5,india,Jul-10,0,0,0,0,1,5,2
Rover82,5,toronto,Jul-10,0,0,0,0,5,8,1
zydeco34,3,mumbai,Jul-10,0,0,0,0,0,9,0
Loisl57,5,melbourne,Jul-10,0,0,0,0,0,5,1
sksManila,4,uk,Jun-10,3,0,0,0,4,6,1
hooob,3,united kingdom,Jun-10,0,0,0,0,0,10,1
riyazdandawala,4,japan,Jun-10,0,0,0,0,0,2,0
jezza888,4,melbourne,Jun-10,0,0,0,0,6,10,5
JLWUK,5,united kingdom,Jun-10,0,0,0,0,1,8,1
rothsberg,4,delhi,Jun-10,0,0,0,3,0,5,1
na_ka_to,5,cambridgeshire,Jun-10,0,0,0,0,6,15,2
scoobyshunnybuns,5,singapore,Jun-10,0,0,0,0,3,6,4
Globaladventure,4,singapore,Jun-10,0,0,0,0,3,9,1
vijravi2003,4,california,May-10,0,0,0,0,0,8,1
ChalkyCambridgeshire,5,delhi,May-10,0,4,0,0,4,9,1
sugarbratinella,5,delhi,May-10,0,0,0,0,1,6,5
grasyaps,5,indonesia,May-10,0,0,0,0,3,8,1
Parabola,5,united kingdom,May-10,0,0,0,0,4,8,2
Sunita03,5,hong kong,May-10,0,0,0,0,6,3,1
Shiv_malhotra26,5,channel islands,May-10,0,0,2,0,2,3,1
Staidthere,4,new york,May-10,0,0,0,0,0,4,1
06degrees,5,aussie business traveller,Apr-10,0,0,0,0,0,7,1
Oscar4648,5,singapore,Apr-10,0,0,0,0,0,5,1
Bob1949,5,united kingdom,Apr-10,0,0,0,0,8,12,1
nyctraveller40,5,greece,Apr-10,0,0,0,0,3,9,0
thegoodthebadtheugly,4,singapore,Apr-10,0,4,0,0,3,9,2
hydepark,4,perth western australia,Apr-10,0,0,0,0,0,3,1
loulou_in_uk,2,sydney,Apr-10,0,0,0,0,0,3,0
SPARTAN1821,5,australia,Apr-10,0,0,0,0,0,9,1
layang-kangen,4,australia,Apr-10,0,0,0,0,4,6,3
JamesVki,4,peterborough,Apr-10,0,0,0,0,4,7,1
